id,greek,english,russian,level,group,type,example
241,το βιολί,violin,скрипка,A2,music,noun,Η κόρη μου παίζει βιολί από μικρή.
242,η βιτρίνα,shop window,витрина,A2,home,noun,Είδα ένα ωραίο φόρεμα στη βιτρίνα του καταστήματος.
243,βλέπω,"to see, to look","видеть, смотреть",A2,verbs,verb,Βλέπω ταινία κάθε Σαββατόβραδο.
244,βοηθάω,to help,помогать,A2,verbs,verb,Βοηθάω τον αδερφό μου με τα μαθήματα.
245,η βοήθεια,help,помощь,A2,objects,noun,Χρειάζομαι βοήθεια με αυτή την άσκηση.
246,βοηθητικός,helpful,полезный,A2,descriptions,adjective,Ο νέος μου συνάδελφος είναι πολύ βοηθητικός.
247,το βόλεϊ,volley ball,волейбол,A2,sports,noun,Παίζουμε βόλεϊ στην παραλία κάθε καλοκαίρι.
248,η βόλτα,walk,прогулка,A2,objects,noun,Κάνω μια βόλτα στο πάρκο κάθε απόγευμα.
249,η Βουλγαρία,Bulgaria,Болгария,A2,countries,noun,Η Βουλγαρία συνορεύει με την Ελλάδα στα βόρεια.
250,βουλγαρικός,Bulgarian,болгарский,A2,countries,adjective,Δοκίμασα παραδοσιακή βουλγαρική κουζίνα.
251,τα βουλγαρικά,Bulgarian language,болгарский язык,A2,countries,noun,Μαθαίνω βουλγαρικά για ένα ταξίδι.
252,ο βούλγαρος,Bulgarian person,болгарин,A2,countries,noun,Ο βούλγαρος φίλος μου μιλάει ελληνικά πολύ καλά.
253,το βουνό,mountain,гора,A2,weather,noun,Το καλοκαίρι πηγαίνουμε για πεζοπορία στο βουνό.
254,το βούτυρο,butter,масло,A2,food,noun,Απλώνω βούτυρο στο ψωμί κάθε πρωί.
255,η βραδιά,night,ночь,A2,time,noun,Περάσαμε μια υπέροχη βραδιά με φίλους.
256,το βραδινό,dinner,ужин,A2,food,noun,Ετοιμάζω βραδινό για την οικογένεια κάθε βράδυ.
257,το βράδυ,evening,вечер,A2,time,noun,Το βράδυ βλέπω τηλεόραση με την οικογένειά μου.
258,η Βραζιλία,Brazil,Бразилия,A2,countries,noun,Η Βραζιλία είναι γνωστή για το καρναβάλι της.
259,βραζιλιανικός,Brazilian,бразильский,A2,countries,adjective,Μου αρέσει πολύ η βραζιλιανική μουσική.
260,τα βραζιλιανικά,Brazilian Portuguese,бразильский португальский,A2,countries,noun,Μαθαίνει βραζιλιανικά για να ζήσει στο Σάο Πάολο.
261,ο βραζιλιάνος,Brazilian person,бразилец,A2,countries,noun,Ο βραζιλιάνος συνάδελφός μου χορεύει σάμπα.
263,βρέχω,to wet,мочить,A2,verbs,verb,"Βρέχει έξω, πάρε ομπρέλα μαζί σου."
263,βρέχω,to wet,мочить,A2,verbs,verb,"Βρέχει έξω, πάρε ομπρέλα μαζί σου."
264,βρίσκω,to find,находить,A2,verbs,verb,Βρήκα τα κλειδιά μου κάτω από τον καναπέ.
265,η βροχή,rain,дождь,A2,weather,noun,Η βροχή ξεκίνησε ξαφνικά χθες το απόγευμα.
266,οι Βρυξέλλες,Brussels,Брюссель,A2,countries,noun,Οι Βρυξέλλες είναι η πρωτεύουσα του Βελγίου.
267,η βρύση,tap,кран,A2,home,noun,Άνοιξα τη βρύση να πλύνω τα χέρια μου.
268,ο/το γάιδαρος,donkey,осёл,A2,animals,noun,Το γαϊδουράκι κουβαλάει φορτίο στο βουνό.
269,το γάλα,milk,молоко,A2,food,noun,Πίνω ένα ποτήρι γάλα κάθε πρωί.
270,γαλανός,blue,голубой,A2,colors,adjective,Ο ουρανός είναι γαλανός σήμερα.
271,η Γαλλία,France,Франция,A2,countries,noun,Η Γαλλία είναι γνωστή για τη μόδα και τη γαστρονομία.
272,γαλλικός,French,французский,A2,countries,adjective,Μου αρέσει πολύ το γαλλικό φαγητό.
273,τα γαλλικά,French language,французский язык,A2,countries,noun,Μαθαίνω γαλλικά στο φροντιστήριο.
274,ο γάλλος,French person,француз,A2,countries,noun,Ένας γάλλος τουρίστας με ρώτησε για την Ακρόπολη.
275,ο γάμος,wedding,свадьба,A2,society,noun,Πήγαμε σε έναν υπέροχο γάμο το Σαββατοκύριακο.
276,το γάντι,glove,перчатка,A2,clothes,noun,Φόρεσα γάντια γιατί έκανε πολύ κρύο.
277,το γαριδάκι,"chip, crisp",чипс,A2,food,noun,Τρώω γαριδάκια ενώ βλέπω ταινία.
278,το γαρίφαλο,carnation,гвоздика,A2,weather,noun,Η μαμά μου αγαπά πολύ τα γαρίφαλα.
279,η γάτα,cat,кошка,A2,animals,noun,Η γάτα μου κοιμάται πάντα στον καναπέ.
280,γεια!,"hi, hello","привет, здравствуй",A2,basics,interjection,Γεια! Τι κάνεις;
281,ο γείτονας,neighbour,сосед,A2,city,noun,Ο γείτονάς μου είναι πολύ φιλικός και βοηθητικός.
282,η γειτονιά,neightbourhood,окрестности,A2,city,noun,Η γειτονιά μου είναι ήσυχη και καθαρή.
283,γελάω,to laugh,смеяться,A2,verbs,verb,Γελάω πολύ με τις αστείες ιστορίες του.
284,γελαστός,laughing,улыбающийся,A2,objects,adjective,Η Μαρία είναι πάντα γελαστή και χαρούμενη.
286,τα γενέθλια,birthday,день рождения,A2,time,noun,"Σήμερα είναι τα γενέθλιά μου, έγινα τριάντα."
286,τα γενέθλια,birthday,день рождения,A2,time,noun,"Σήμερα είναι τα γενέθλιά μου, έγινα τριάντα."
287,γενικά,generally,в целом,A2,descriptions,adverb,"Γενικά, τρώω υγιεινά και αποφεύγω τα γλυκά."
288,γεννάω,to give birth,рожать,A2,verbs,verb,Η αδερφή μου γέννησε ένα υγιές κοριτσάκι.
289,η γέννηση,birth,рождение,A2,concepts,noun,Η γέννηση του παιδιού ήταν μια χαρούμενη στιγμή.
290,η Γερμανία,Germany,Германия,A2,countries,noun,Η Γερμανία είναι γνωστή για τα αυτοκίνητά της.
291,γερμανικός,German,немецкий,A2,countries,adjective,Έχω ένα γερμανικό αυτοκίνητο.
292,ο γερμανός,German person,немец,A2,countries,noun,Ο γερμανός φίλος μου μαθαίνει ελληνικά.
293,γερός,healthy,здоровый,A2,body,adjective,Ο παππούς είναι πολύ γερός για την ηλικία του.
294,ο γέρος,old man,старик,A2,people,noun,Ο γέρος κάθεται κάθε απόγευμα στην αυλή του.
295,το γεύμα,meal,еда,A2,food,noun,Μοιραστήκαμε ένα ωραίο γεύμα στο εστιατόριο.
296,το γήπεδο,playing field,игровое поле,A2,sports,noun,Πήγαμε στο γήπεδο να δούμε τον αγώνα.
297,για,for,для,A2,basics,preposition,Αυτό το δώρο είναι για σένα.
298,η γιαγιά,grandmother,бабушка,A2,people,noun,Η γιαγιά μου μαγειρεύει τα καλύτερα φαγητά.
299,ο Γιάννης,John,Яннис,A2,names,noun,Ο Γιάννης είναι ο πατέρας μου.
300,το γιαούρτι,yogurt,йогурт,A2,food,noun,Τρώω γιαούρτι με μέλι κάθε πρωί.
301,ο γιαπωνέζος,Japanese person,японец,A2,countries,noun,Ο γιαπωνέζος τουρίστας φωτογράφισε την Ακρόπολη.
302,το γιασεμί,jasmine,жасмин,A2,nature,noun,Η μυρωδιά του γιασεμιού είναι υπέροχη το καλοκαίρι.
303,γιατί,why,почему,A2,basics,adverb,Γιατί δεν ήρθες χθες στη συνάντηση;
304,ο/η γιατρός,doctor,врач,A2,people,noun,Πήγα στον γιατρό γιατί είχα πυρετό.
305,γίνομαι,to become,становиться,A2,verbs,verb,Θέλω να γίνω δάσκαλος.
306,η γιορτή,"feast, celebration","праздник, торжество",A2,holidays,noun,Σήμερα είναι η γιορτή του Αγίου Γεωργίου.
307,ο γιος,son,сын,A2,people,noun,Ο γιος μου σπουδάζει ιατρική στο πανεπιστήμιο.
308,ο Γιώργος,George,Йоргос,A2,names,noun,Ο Γιώργος είναι ο μεγαλύτερος αδερφός μου.
309,γκρι,grey,серый,A2,colors,adjective,Αγόρασα ένα γκρι παλτό για το χειμώνα.
310,η γκρίνια,grumbling,ворчание,A2,objects,noun,Σταμάτα τη γκρίνια και κάνε κάτι χρήσιμο.
311,το γλυκό,sweet,сладкий,A2,food,noun,Παράγγειλα ένα γλυκό σοκολάτας για επιδόρπιο.
312,γλυκός,sweet,сладκий,A2,food,adjective,Αυτός ο χυμός είναι πολύ γλυκός.
313,η γλώσσα,language,язык,A2,communication,noun,Η ελληνική γλώσσα είναι πλούσια σε ιστορία.
314,η γλώσσα μητρική,mother tongue,родной язык,A2,people,noun,Η μητρική μου γλώσσα είναι τα ελληνικά.
315,η γνώμη,opinion,мнение,A2,concepts,noun,Ποια είναι η γνώμη σου για αυτό;
316,γνωρίζω,to know,знать,A2,verbs,verb,Γνωρίζω καλά τη δουλειά μου.
317,η γνώση,knowledge,знание,A2,concepts,noun,Η γνώση είναι δύναμη.
318,γνωστός,known,известный,A2,descriptions,adjective,Αυτός ο ηθοποιός είναι πολύ γνωστός στην Ελλάδα.
319,οι γονείς,parents,родители,A2,objects,noun,Οι γονείς μου ζουν στη Θεσσαλονίκη.
320,το γουρούνι,pig,свинья,A2,animals,noun,Το γουρούνι ζει στο αγρόκτημα.
321,η γραβάτα,tie,галстук,A2,objects,noun,Φόρεσα γραβάτα για τη δουλειά σήμερα.
322,το γράμμα,"letter, character","буква, письмο",A2,communication,noun,Έλαβα ένα γράμμα από τον παλιό μου φίλο.
